
2022-12-09 03:01:24: R15 datasets process: alg_name=QuickDSC, shape=(600, 2), k_neighbors=2, n_clusters=15, nmi=0.9885, ari=0.9856, ami=0.9876, time_cost=0.0188s
2022-12-15 01:30:26: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=26, n_clusters=10, nmi=0.6055, ari=0.4115, ami=0.6054, time_cost=9668.0633s

2022-12-15 04:07:00: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=27, n_clusters=10, nmi=0.5104, ari=0.3152, ami=0.5103, time_cost=9393.9699s

2022-12-15 06:52:53: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=28, n_clusters=10, nmi=0.5356, ari=0.3128, ami=0.5355, time_cost=9952.6886s

2022-12-15 09:30:08: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=29, n_clusters=10, nmi=0.5277, ari=0.3017, ami=0.5275, time_cost=9435.2638s

2022-12-15 12:06:53: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=30, n_clusters=10, nmi=0.5641, ari=0.3249, ami=0.5639, time_cost=9405.2323s

2022-12-15 14:42:52: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=31, n_clusters=10, nmi=0.5402, ari=0.3128, ami=0.5401, time_cost=9358.3140s

2022-12-15 17:27:28: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=32, n_clusters=10, nmi=0.5153, ari=0.2742, ami=0.5151, time_cost=9875.8371s

2022-12-15 20:02:33: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=33, n_clusters=10, nmi=0.5837, ari=0.3525, ami=0.5836, time_cost=9304.6736s

2022-12-15 22:39:29: mnist_784 datasets process: alg_name=QuickDSC, shape=(70000, 784), k_neighbors=34, n_clusters=10, nmi=0.5291, ari=0.2808, ami=0.5290, time_cost=9416.3556s
